Name,Ticker,Sector,ROCE %,Avg ROCE 5Yr %,Min ROCE 5Yr %,ROE %,Avg ROE 5Yr %,Min ROE 5Yr %,Sales growth 5Yr %,Profit growth 5Yr %,Debt to equity,Promoter holding %,Promoter holding 3Yr ago %,Pledged percentage %,PEG Ratio,PE,Avg PE 5Yr,Price to book,Avg ROCE 3Yr %,Avg ROE 3Yr %,Sales growth 3Yr %,Profit growth 3Yr %,Free cash flow last year,Dividend yield %,Return 1Yr %,Return 3Yr %,Return 5Yr %,Industry PE
"Paychex, Inc.",PAYX,Technology,0.0,0.0,,0.0,0.0,,10.0,34.08,1.23,96.28,96.28,0.0,1.87,21.75,21.75,9.49,0.0,0.0,12.5,42.6,0.0,448.0,-26.99,6.05,13.88,37.83
"Skyworks Solutions, Inc.",SWKS,Technology,6.17,5.25,,6.17,5.25,,-0.8,-35.92,0.21,115.1,115.1,0.0,1.35,26.07,26.07,1.63,5.55,5.55,-1.0,-44.9,687837504.0,454.0,-17.89,-35.83,-62.06,37.83
"Cboe Global Markets, Inc.",CBOE,BFSI,25.14,21.37,,25.14,21.37,,5.2,43.52,0.29,92.03,92.03,0.0,2.35,21.28,21.28,4.85,22.63,22.63,6.5,54.4,1003075008.0,116.0,5.85,90.54,125.43,17.06
"D.R. Horton, Inc.",DHI,Consumer Cyclical,13.08,11.12,,13.08,11.12,,-1.84,-10.56,0.27,100.44,100.44,0.0,1.32,14.88,14.88,1.91,11.78,11.78,-2.3,-13.2,2875425024.0,114.0,21.07,33.75,83.61,25.44
Cummins Inc.,CMI,Industrials,21.99,18.69,,21.99,18.69,,2.16,-16.8,0.62,88.1,88.1,0.0,1.59,34.36,34.36,7.39,19.79,19.79,2.7,-21.0,1688625024.0,121.0,101.83,195.07,214.78,32.32
"Brown & Brown, Inc.",BRO,BFSI,11.93,10.14,,11.93,10.14,,28.56,-6.32,0.64,99.9,99.9,0.0,1.51,22.8,22.8,1.86,10.73,10.73,35.7,-7.9,1522499968.0,92.0,-35.07,7.03,35.36,17.06
UnitedHealth Group Incorporated,UNH,Healthcare,12.18,10.35,,12.18,10.35,,1.6,0.56,0.74,86.02,86.02,0.0,1.47,32.05,32.05,3.95,10.96,10.96,2.0,0.7,17687500800.0,218.0,40.05,-4.75,13.19,26.17
Keurig Dr Pepper Inc.,KDP,Consumer Defensive,6.31,5.37,,6.31,5.37,,7.52,-38.16,0.86,106.08,106.08,0.0,1.11,24.67,24.67,1.79,5.68,5.68,9.4,-47.7,-16345499648.0,276.0,-1.42,18.33,8.68,23.56
"Prudential Financial, Inc.",PRU,BFSI,10.71,9.1,,10.71,9.1,,12.24,-11.44,1.59,64.68,64.68,0.0,1.23,11.63,11.63,1.23,9.64,9.64,15.3,-14.3,10378999808.0,496.0,6.11,51.86,43.86,17.06
GE Aerospace,GE,Industrials,45.43,38.61,,45.43,38.61,,19.76,-1.44,1.17,81.28,81.28,0.0,9.09,46.96,46.96,21.81,40.89,40.89,24.7,-1.8,5667999744.0,50.0,51.83,348.92,499.7,32.32
Walmart Inc.,WMT,Consumer Defensive,24.13,20.51,,24.13,20.51,,5.84,15.52,0.75,82.91,82.91,0.0,4.26,39.38,39.38,9.44,21.72,21.72,7.3,19.4,6862249984.0,89.0,12.57,123.17,155.56,23.56
"Warner Bros. Discovery, Inc.",WBD,Communication Services,2.09,1.77,,-4.96,-4.22,,-0.8,9.6,0.96,79.65,79.65,0.0,216.92,696.84,696.84,2.04,1.88,-4.46,-1.0,12.0,18466875392.0,0.0,140.29,112.69,-12.72,25.32
The Kraft Heinz Company,KHC,Consumer Defensive,5.2,4.42,,-12.58,-10.69,,0.64,10.88,0.5,92.45,92.45,0.0,0.99,12.12,12.12,0.72,4.68,-11.32,0.8,13.6,3212250112.0,631.0,-2.72,-14.72,-18.03,23.56
W. R. Berkley Corporation,WRB,BFSI,20.16,17.14,,20.16,17.14,,3.2,20.8,0.32,104.23,104.23,0.0,4.22,15.27,15.27,2.76,18.15,18.15,4.0,26.0,3222230528.0,55.0,1.88,101.33,141.0,17.06
"VeriSign, Inc.",VRSN,Technology,78.1,66.39,,0.0,0.0,,5.28,9.12,0.0,99.61,99.61,0.0,3.1,28.33,28.33,-10.55,70.29,0.0,6.6,11.4,807275008.0,126.0,-10.8,16.84,12.46,37.83
NiSource Inc.,NI,Utilities,9.11,7.75,,9.11,7.75,,6.56,4.8,1.41,99.18,99.18,0.0,2.73,23.79,23.79,2.37,8.2,8.2,8.2,6.0,-1562412544.0,251.0,20.67,93.95,126.66,22.42
Alphabet Inc.,GOOG,Communication Services,38.88,33.05,,38.88,33.05,,17.44,65.6,0.2,67.68,67.68,0.0,1.4,27.17,27.17,9.01,35.0,35.0,21.8,82.0,27921750016.0,25.0,100.6,196.76,176.89,25.32
Erie Indemnity Company,ERIE,BFSI,25.85,21.97,,25.85,21.97,,1.84,6.96,0.02,89.87,89.87,0.0,2.67,23.76,23.76,5.76,23.27,23.27,2.3,8.7,447472992.0,226.0,-24.04,31.95,,17.06
Welltower Inc.,WELL,Real Estate,3.67,3.12,,3.67,3.12,,30.64,126.32,0.44,102.64,102.64,0.0,3.66,113.49,113.49,3.8,3.3,3.3,38.3,157.9,2600212736.0,125.0,53.06,213.73,213.61,33.16
Starbucks Corporation,SBUX,Consumer Cyclical,11.07,9.41,,0.0,0.0,,7.04,26.08,0.0,86.71,86.71,0.0,1.39,79.6,79.6,-14.04,9.96,0.0,8.8,32.6,-1304087552.0,238.0,11.35,13.98,1.25,25.44
"CenterPoint Energy, Inc.",CNP,Utilities,9.56,8.13,,9.56,8.13,,1.52,5.36,2.16,104.25,104.25,0.0,2.59,27.37,27.37,2.55,8.6,8.6,1.9,6.7,-4945375232.0,206.0,23.1,67.75,103.34,22.42
Pentair plc,PNR,Industrials,17.61,14.97,,17.61,14.97,,2.08,10.4,0.55,100.22,100.22,0.0,1.14,19.28,19.28,3.25,15.85,15.85,2.6,13.0,574212480.0,138.0,-26.93,27.21,21.35,32.32
"Constellation Brands, Inc.",STZ,Consumer Defensive,23.69,20.14,,23.69,20.14,,-2.64,24.56,1.23,101.3,101.3,0.0,2.62,13.09,13.09,2.94,21.32,21.32,-3.3,30.7,2210487552.0,300.0,-19.3,-40.77,-34.52,23.56
Kimberly-Clark Corporation,KMB,Consumer Defensive,111.73,94.97,,111.73,94.97,,2.16,14.32,3.71,94.37,94.37,0.0,2.32,22.19,22.19,21.2,100.55,100.55,2.7,17.9,1054625024.0,446.0,-12.86,-5.46,3.17,23.56
"Advanced Micro Devices, Inc.",AMD,Technology,8.06,6.85,,8.06,6.85,,30.24,72.96,0.06,72.47,72.47,0.0,1.24,172.61,172.61,13.09,7.26,7.26,37.8,91.2,7173374976.0,0.0,284.14,370.02,448.13,37.83
Fastenal Company,FAST,Industrials,33.84,28.77,,33.84,28.77,,9.92,11.04,0.11,88.12,88.12,0.0,3.5,43.01,43.01,13.99,30.46,30.46,12.4,13.8,903862528.0,189.0,14.43,80.0,108.93,32.32
"NRG Energy, Inc.",NRG,Utilities,6.25,5.31,,6.25,5.31,,15.6,-68.48,4.79,99.45,99.45,0.0,0.47,148.59,148.59,6.89,5.62,5.62,19.5,-85.6,431624992.0,139.0,-13.86,297.76,281.95,22.42
"Healthpeak Properties, Inc.",DOC,Real Estate,2.8,2.38,,2.8,2.38,,5.68,291.12,1.18,102.89,102.89,0.0,4.32,68.41,68.41,1.94,2.52,2.52,7.1,363.9,1109761536.0,557.0,21.75,34.06,-14.89,33.16
EchoStar Corporation,SATS,Communication Services,0.6,0.51,,-112.28,-95.44,,-4.16,9.6,5.15,125.98,125.98,0.0,1.33,-911.54,-911.54,5.34,0.54,-101.06,-5.2,12.0,-457875616.0,0.0,221.81,491.15,327.55,25.32
Texas Pacific Land Corporation,TPL,Energy,37.78,32.11,,36.47,31.0,,16.64,14.64,0.01,75.02,75.02,0.0,7.33,55.86,55.86,18.05,34.0,32.82,20.8,18.3,-56057624.0,59.0,18.15,190.88,150.83,18.21
U.S. Bancorp,USB,BFSI,12.35,10.5,,12.35,10.5,,3.68,11.84,0.0,85.75,85.75,0.0,2.26,12.94,12.94,1.64,11.12,11.12,4.6,14.8,0.0,337.0,29.2,121.52,37.08,17.06
Broadcom Inc.,AVGO,Technology,37.28,31.69,,37.28,31.69,,38.32,68.32,0.74,81.78,81.78,0.0,0.41,59.88,59.88,19.56,33.55,33.55,47.9,85.4,27212249088.0,72.0,31.46,340.7,736.57,37.83
"Zimmer Biomet Holdings, Inc.",ZBH,Healthcare,6.14,5.22,,6.07,5.16,,7.44,27.28,0.6,106.55,106.55,0.0,0.62,22.66,22.66,1.33,5.53,5.46,9.3,34.1,1044124992.0,110.0,-5.51,-37.54,-42.2,26.17
"Apollo Global Management, Inc.",APO,BFSI,8.49,7.22,,8.49,7.22,,-7.36,9.6,1.01,98.61,98.61,0.0,0.54,74.6,74.6,3.69,7.64,7.64,-9.2,12.0,0.0,190.0,-16.19,65.52,106.0,17.06
"Republic Services, Inc.",RSG,Industrials,18.35,15.59,,18.35,15.59,,2.08,6.0,1.18,97.35,97.35,0.0,3.15,31.14,31.14,5.59,16.51,16.51,2.6,7.5,1808875008.0,115.0,-10.37,51.68,106.25,32.32
Eli Lilly and Company,LLY,Healthcare,107.46,91.34,,107.46,91.34,,44.4,135.92,1.39,85.48,85.48,0.0,1.57,43.11,43.11,34.77,96.71,96.71,55.5,169.9,9156599808.0,57.0,57.07,170.34,440.55,26.17
"Tesla, Inc.",TSLA,Consumer Cyclical,4.9,4.17,,4.9,4.17,,12.64,6.64,0.19,63.64,63.64,0.0,5.76,357.68,357.68,17.97,4.41,4.41,15.8,8.3,5251999744.0,0.0,33.85,53.55,78.95,25.44
"EMCOR Group, Inc.",EME,Industrials,39.23,33.34,,39.23,33.34,,15.76,24.0,0.13,97.67,97.67,0.0,0.41,26.04,26.04,8.9,35.31,35.31,19.7,30.0,891520000.0,21.0,40.56,335.21,555.12,32.32
Textron Inc.,TXT,Industrials,12.25,10.42,,12.25,10.42,,9.44,8.48,0.53,92.33,92.33,0.0,1.19,17.65,17.65,2.01,11.03,11.03,11.8,10.6,622374976.0,9.0,13.68,39.63,38.14,32.32
"Best Buy Co., Inc.",BBY,Consumer Cyclical,39.1,33.24,,39.1,33.24,,1.52,30.32,1.34,105.24,105.24,0.0,1.49,14.44,14.44,5.33,35.19,35.19,1.9,37.9,1143750016.0,492.0,10.61,9.95,-11.26,25.44
Albemarle Corporation,ALB,Basic Materials,2.41,2.05,,-1.82,-1.55,,26.16,9.6,0.2,96.44,96.44,0.0,0.79,10.9,10.9,2.1,2.17,-1.64,32.7,12.0,716711744.0,120.0,106.96,-34.59,-14.65,29.1
Wells Fargo & Company,WFC,BFSI,12.03,10.22,,12.03,10.22,,4.56,12.08,0.0,78.79,78.79,0.0,1.52,13.22,13.22,1.61,10.83,10.83,5.7,15.1,0.0,211.0,3.85,126.87,121.78,17.06
"WEC Energy Group, Inc.",WEC,Utilities,11.68,9.93,,11.68,9.93,,7.2,6.32,1.53,87.38,87.38,0.0,2.64,23.81,23.81,2.84,10.51,10.51,9.0,7.9,-2067012480.0,321.0,13.92,51.35,55.15,22.42
"Essex Property Trust, Inc.",ESS,Real Estate,10.56,8.97,,10.56,8.97,,5.12,-38.24,1.22,102.02,102.02,0.0,7.02,33.56,33.56,3.53,9.5,9.5,6.4,-47.8,983003264.0,347.0,5.2,46.54,15.77,33.16
Oracle Corporation,ORCL,Technology,53.38,45.37,,53.38,45.37,,16.48,17.52,3.89,84.35,84.35,0.0,0.79,24.02,24.02,10.76,48.04,48.04,20.6,21.9,-24536750080.0,143.0,-39.61,24.7,80.65,37.83
Capital One Financial Corporation,COF,BFSI,3.26,2.77,,3.26,2.77,,37.04,-2.56,0.0,89.95,89.95,0.0,0.22,62.92,62.92,1.18,2.93,2.93,46.3,-3.2,0.0,156.0,-5.96,97.01,44.61,17.06
